,start_date,end_date,self_perceived_masculinity,importance_of_being_seen_as_masculine,source_of_masculinity_father_figure,source_of_masculinity_mother_figure,source_of_masculinity_family_members,source_of_masculinity_pop_culture,source_of_masculinity_friends,source_of_masculinity_other,societal_pressure_on_men,lifestyle_ask_friend_professional_advice,lifestyle_ask_friend_personal_advice,lifestyle_show_affection_to_male_friends,lifestyle_crying,lifestyle_physical_fight,lifestyle_sexual_relations_with_women,lifestyle_sexual_relations_with_men,lifestyle_watch_sports,lifestyle_work_out,lifestyle_see_therapist,lifestyle_feel_lonely_or_isolated,daily_worry_height,daily_worry_weight,daily_worry_hair,daily_worry_physique,daily_worry_genitalia,daily_worry_clothing_style,daily_worry_sexual_performance,daily_worry_mental_health,daily_worry_physical_health,daily_worry_finances,daily_worry_provide_for_family,daily_worry_none,employment_status,advantage_of_being_a_man_more_money,advantage_of_being_a_man_taken_more_seriously,advantage_of_being_a_man_more_choice,advantage_of_being_a_man_more_promotion_opportunities,advantage_of_being_a_man_praised_more,advantage_of_being_a_man_more_manager_support,advantage_of_being_a_man_other,advantage_of_being_a_man_none,disadvantage_of_being_a_man_hiring_promoting_women,disadvantage_of_being_a_man_risk_accusation_harassment,disadvantage_of_being_a_man_risk_accusation_bias,disadvantage_of_being_a_man_other,disadvantage_of_being_a_man_none,response_to_harassment_confronted_accused,response_to_harassment_contacted_hr,response_to_harassment_contacted_manager,response_to_harassment_supported_victim,response_to_harassment_did_nothing,response_to_harassment_never_witnessed,response_to_harassment_other,reason_for_no_response,heard_about_metoo,behavior_changed_at_work_due_to_metoo,expected_to_make_first_move,how_often_pay_on_date,reason_for_paying_on_date_right_thing,reason_for_paying_on_date_earn_more,reason_for_paying_on_date_feel_good,reason_for_paying_on_date_societal_expectations,reason_for_paying_on_date_obligation_for_asking_out,reason_for_paying_on_date_test_response,reason_for_paying_on_date_other,gauge_interest_by_body_language,gauge_interest_by_verbal_consent,gauge_interest_by_physical_move,gauge_interest_situation_different,gauge_interest_unclear,gauge_interest_other,boundary_wondered_if_pushed_too_far,boundary_discussed_with_friends,boundary_contacted_past_partner,boundary_none_above,changed_behavior_in_relationships_due_to_metoo,marital_status,has_children_under_18,has_children_over_18,no_children,sexual_orientation,race,education_level,state,income_bracket,us_region,device_and_os_usage,race_classification,race_and_ethnicity_detailed,education_level_grouped,education_level_detailed,age_group,has_kids,sexual_orientation_label,response_weight,daily_worries
825,5/18/18 8:00,5/18/18 8:07,Very masculine,Somewhat important,Father or father figure(s),Mother or mother figure(s),Other family members,Not selected,Not selected,Not selected,No,Rarely,Rarely,Rarely,Rarely,"Never, and not open to it",Often,"Never, and not open to it",Sometimes,Often,"Never, and not open to it",Rarely,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,"Employed, working full-time",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Confronted the accused person,Contacted the HR department,Contacted the manager of the accused person,Not selected,Not selected,Not selected,Not selected,,Some,No,Yes,Always,It?s the right thing to do,Not selected,Not selected,Not selected,"You asked the person out, so you feel obligated to pay",Not selected,Not selected,Not selected,Not selected,Not selected,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,"Yes, one or more children under 18","Yes, one or more children 18 or older",Not selected,Straight,White,College graduate,Utah,"$100,000-$124,999",Mountain,Windows Desktop / Laptop,White,White,College or more,College or more,35 - 64,Has children,Straight,0.318799131,None of the above
826,5/18/18 8:02,5/18/18 8:09,Somewhat masculine,Somewhat important,Father or father figure(s),Not selected,Not selected,Not selected,Not selected,Not selected,Yes,Often,Sometimes,Rarely,Sometimes,"Never, and not open to it",Sometimes,"Never, and not open to it",Sometimes,Sometimes,Rarely,Sometimes,Not selected,Your weight,Your hair or hairline,Your physique,Not selected,Not selected,Not selected,Not selected,Your physical health,"Your finances, including your current or future income, assets, or debt",Not selected,Not selected,"Employed, working full-time",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,None of the above,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Never witnessed sexual harassment,Not selected,,A lot,No,Yes,Sometimes,,,,,,,,Not selected,Not selected,Not selected,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Divorced,Not selected,Not selected,No children,Straight,White,Post graduate degree,New Jersey,Prefer not to answer,Middle Atlantic,Windows Desktop / Laptop,White,White,College or more,Post graduate degree,65 and up,No children,Straight,0.06942877,"Your weightYour hair or hairlineYour physiqueYour physical healthYour finances, including your current or future income, assets, or debt"
827,5/18/18 8:04,5/18/18 8:10,Somewhat masculine,Somewhat important,Not selected,Mother or mother figure(s),Not selected,Not selected,Not selected,Not selected,No,Sometimes,Sometimes,Rarely,"Never, but open to it",Rarely,Rarely,"Never, and not open to it",Sometimes,Often,Rarely,"Never, and not open to it",Not selected,Your weight,Your hair or hairline,Your physique,Not selected,Your clothing or style,Not selected,Your mental health,Your physical health,"Your finances, including your current or future income, assets, or debt","Your ability to provide for your family, current or anticipated",Not selected,"Employed, working full-time",Not selected,Not selected,Not selected,Not selected,Not selected,Men generally have more support from their managers,Not selected,Not selected,Managers want to hire and promote women,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Reached out to the victim to offer support,Not selected,Not selected,Not selected,,Nothing at all,,Yes,Always,It?s the right thing to do,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Read their physical body language to see if they are interested,Not selected,Not selected,Not selected,Not selected,Not selected,Wondered whether you pushed a partner too far in a past sexual encounter.,Not selected,Not selected,Not selected,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,Asian,Post graduate degree,California,"$125,000-$149,999",Pacific,Windows Desktop / Laptop,Non-white,Other,College or more,Post graduate degree,35 - 64,Has children,Straight,0.109284889,"Your weightYour hair or hairlineYour physiqueYour clothing or styleYour mental healthYour physical healthYour finances, including your current or future income, assets, or debtYour ability to provide for your family, current or anticipated"
828,5/18/18 8:06,5/18/18 8:12,Somewhat masculine,Somewhat important,Father or father figure(s),Not selected,Not selected,Not selected,Not selected,Not selected,No,Rarely,Sometimes,Sometimes,No answer,"Never, but open to it",Often,"Never, and not open to it",Often,Often,"Never, and not open to it",Rarely,Not selected,Your weight,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Your physical health,"Your finances, including your current or future income, assets, or debt","Your ability to provide for your family, current or anticipated",Not selected,Not employed-retired,,,,,,,,,,,,,,,,,,,,,,,,No,Always,It?s the right thing to do,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,College graduate,California,"$100,000-$124,999",Pacific,Windows Desktop / Laptop,White,White,College or more,College or more,65 and up,Has children,Straight,0.496283147,"Your weightYour physical healthYour finances, including your current or future income, assets, or debtYour ability to provide for your family, current or anticipated"
829,5/18/18 8:09,5/18/18 8:18,Not very masculine,Not too important,Not selected,Not selected,Not selected,Not selected,Friends,Not selected,Yes,Rarely,Rarely,"Never, and not open to it",Rarely,"Never, and not open to it","Never, but open to it","Never, and not open to it",Sometimes,Rarely,"Never, and not open to it",Rarely,Not selected,Your weight,Not selected,Not selected,Not selected,Not selected,Not selected,Your mental health,Your physical health,"Your finances, including your current or future income, assets, or debt",Not selected,Not selected,Not employed-retired,,,,,,,,,,,,,,,,,,,,,,,,Yes,Often,It?s the right thing to do,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Read their physical body language to see if they are interested,Not selected,Not selected,Every situation is different,It isn?t always clear how to gauge someone?s interest,Not selected,Not selected,Not selected,Not selected,None of the above,Yes,Never married,Not selected,Not selected,No children,Straight,White,High school or G.E.D.,New York,"$10,000-$24,999",Middle Atlantic,Windows Desktop / Laptop,White,White,High school or less,High school or less,65 and up,No children,Straight,2.573324496,"Your weightYour mental healthYour physical healthYour finances, including your current or future income, assets, or debt"
830,5/18/18 8:12,5/18/18 8:15,Somewhat masculine,Somewhat important,Father or father figure(s),Mother or mother figure(s),Not selected,Not selected,Friends,Not selected,No,Rarely,Sometimes,Sometimes,"Never, but open to it","Never, and not open to it",Sometimes,"Never, and not open to it",Often,Often,"Never, and not open to it","Never, but open to it",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Your mental health,Your physical health,Not selected,Not selected,Not selected,Not employed-retired,,,,,,,,,,,,,,,,,,,,,,,,Yes,Always,It?s the right thing to do,Not selected,Not selected,Not selected,"You asked the person out, so you feel obligated to pay",Not selected,Not selected,Not selected,Ask for a verbal confirmation of consent,Make a physical move to see how they react,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Never married,Not selected,Not selected,No children,Straight,White,Post graduate degree,Indiana,"$50,000-$74,999",East North Central,Windows Desktop / Laptop,White,White,College or more,Post graduate degree,65 and up,No children,Straight,0.059086641,Your mental healthYour physical health
831,5/18/18 8:12,5/18/18 8:22,Very masculine,Not too important,Not selected,Not selected,Not selected,Not selected,Not selected,Other (please specify),No,Rarely,Rarely,"Never, and not open to it",Rarely,"Never, and not open to it",No answer,"Never, and not open to it",Often,"Never, and not open to it",Rarely,Rarely,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,"Your finances, including your current or future income, assets, or debt",Not selected,Not selected,Not employed-retired,,,,,,,,,,,,,,,,,,,,,,,,No,Often,Not selected,Not selected,Not selected,Not selected,"You asked the person out, so you feel obligated to pay",Not selected,Not selected,Read their physical body language to see if they are interested,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,Not selected,No children,Straight,White,High school or G.E.D.,California,Prefer not to answer,Pacific,Android Phone / Tablet,White,White,High school or less,High school or less,65 and up,No children,Straight,1.920637267,"Your finances, including your current or future income, assets, or debt"
832,5/18/18 8:16,5/18/18 8:24,Very masculine,Somewhat important,Father or father figure(s),Mother or mother figure(s),Not selected,Not selected,Not selected,Not selected,Yes,Sometimes,Sometimes,Sometimes,Sometimes,"Never, and not open to it",Often,"Never, and not open to it",Sometimes,Often,No answer,Rarely,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,Not employed-retired,,,,,,,,,,,,,,,,,,,,,,,,Yes,Often,Not selected,Not selected,You feel good about being the one who pays,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Other (please specify),Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,Other,College graduate,Alabama,"$50,000-$74,999",Pacific,Windows Desktop / Laptop,Non-white,Other,College or more,College or more,35 - 64,Has children,Straight,0.701902028,None of the above
833,5/18/18 8:17,5/18/18 8:23,Very masculine,Somewhat important,Father or father figure(s),Mother or mother figure(s),Not selected,Pop culture,Friends,Not selected,No,"Never, and not open to it",Sometimes,Often,Rarely,"Never, and not open to it",Often,"Never, and not open to it",Sometimes,Rarely,Rarely,Rarely,Not selected,Your weight,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Your physical health,Not selected,Not selected,Not selected,Not employed-retired,,,,,,,,,,,,,,,,,,,,,,,,No,Often,It?s the right thing to do,Not selected,You feel good about being the one who pays,Not selected,"You asked the person out, so you feel obligated to pay",Not selected,Not selected,Read their physical body language to see if they are interested,Not selected,Not selected,Every situation is different,Not selected,Other (please specify),Not selected,Not selected,Not selected,None of the above,No,Married,Not selected,"Yes, one or more children 18 or older",Not selected,Straight,White,College graduate,Maryland,"$200,000+",South Atlantic,Android Phone / Tablet,White,White,College or more,College or more,65 and up,Has children,Straight,0.788585623,Your weightYour physical health
834,5/18/18 8:18,5/18/18 8:23,Somewhat masculine,Not at all important,Not selected,Not selected,Not selected,Pop culture,Not selected,Not selected,No,Rarely,Rarely,"Never, and not open to it",Rarely,"Never, and not open to it",Rarely,"Never, and not open to it","Never, and not open to it","Never, and not open to it","Never, and not open to it","Never, and not open to it",Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,Your physical health,"Your finances, including your current or future income, assets, or debt",Not selected,Not selected,"Not employed, NOT looking for work",,,,,,,,,,,,,,,,,,,,,,,,No,Never,,,,,,,,Not selected,Not selected,Not selected,Every situation is different,Not selected,Not selected,Not selected,Not selected,Not selected,None of the above,No,Divorced,Not selected,Not selected,No children,Bisexual,White,High school or G.E.D.,Montana,"$10,000-$24,999",Mountain,Windows Desktop / Laptop,White,White,High school or less,High school or less,35 - 64,No children,Gay/Bisexual,1.23499056,"Your physical healthYour finances, including your current or future income, assets, or debt"
